"_id","timestamp","device_id","datatype","double_energy","inference","blob_feature","double_convo_start","double_convo_end"
137,1588095876596,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6497,1,NULL,0,0
138,1588095877556,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6501,1,NULL,0,0
139,1588095878517,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6492,1,NULL,0,0
140,1588095879476,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6496,1,NULL,0,0
141,1588095880415,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6489,1,NULL,0,0
142,1588095881375,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6484,1,NULL,0,0
143,1588095882335,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6494,1,NULL,0,0
144,1588095883295,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6507,1,NULL,0,0
145,1588095884255,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6506,1,NULL,0,0
146,1588095885215,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6502,1,NULL,0,0
147,1588095886175,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6509,1,NULL,0,0
148,1588095887135,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6499,1,NULL,0,0
149,1588095888095,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6511,1,NULL,0,0
150,1588095889055,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6489,1,NULL,0,0
151,1588095890015,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6499,1,NULL,0,0
152,1588095890975,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6524,1,NULL,0,0
153,1588095891913,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6506,1,NULL,0,0
154,1588095892874,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6509,1,NULL,0,0
155,1588095893833,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6503,1,NULL,0,0
156,1588095894793,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6502,1,NULL,0,0
157,1588095895753,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6497,1,NULL,0,0
158,1588095896713,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6498,1,NULL,0,0
159,1588095897673,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6507,1,NULL,0,0
160,1588095898633,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6492,1,NULL,0,0
161,1588095899593,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6504,1,NULL,0,0
162,1588095900553,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6507,1,NULL,0,0
163,1588095901513,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6504,1,NULL,0,0
164,1588095902452,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6523,1,NULL,0,0
165,1588095903412,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6505,1,NULL,0,0
166,1588095904372,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6499,1,NULL,0,0
167,1588095905332,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6491,1,NULL,0,0
168,1588095906292,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6539,1,NULL,0,0
169,1588095907252,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6542,1,NULL,0,0
170,1588095908212,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6495,1,NULL,0,0
171,1588095909172,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6547,1,NULL,0,0
172,1588095910132,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6511,1,NULL,0,0
173,1588095911092,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6496,1,NULL,0,0
174,1588095912052,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6500,1,NULL,0,0
175,1588095913012,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6504,1,NULL,0,0
176,1588095913950,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6479,1,NULL,0,0
177,1588095914910,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6507,1,NULL,0,0
178,1588095915870,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6489,1,NULL,0,0
179,1588095916831,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6488,1,NULL,0,0
180,1588095917790,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6498,1,NULL,0,0
181,1588095918750,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6494,1,NULL,0,0
182,1588095919710,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6492,1,NULL,0,0
183,1588095920670,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",0,6487,1,NULL,0,0
