"_id","timestamp","device_id","touch_app","touch_action","touch_action_text","scroll_items","scroll_from_index","scroll_to_index"
1,1587648792736,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.android.vending","ACTION_AWARE_TOUCH_CLICKED","[AA]",-1,-1,-1
2,1587648833516,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","net.oneplus.launcher","ACTION_AWARE_TOUCH_CLICKED","[  AAAAA]",-1,-1,-1
3,1587648836916,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaaaaaaa* Aaaaaaaaaaaa* aaaaaaaaa aaa aaaaa aa aaaaaaa *a*a*1*]",-1,-1,-1
4,1587648839750,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaaaaaa* Aaaaaaaaaaa aaaaa]",-1,-1,-1
5,1587648842293,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,4,15
6,1587648842431,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,6,16
7,1587648843718,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,7,17
8,1587648844095,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,8,18
9,1587648844220,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,10,20
10,1587648844622,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,11,21
11,1587648845270,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaaa* Aaaa*a aaaaaaaaa aaaaaaaa aa AAA aaa aaaaaaa aaaaaaaaaaaaa]",-1,-1,-1
12,1587648850067,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaa AAA aaaaaa aaaaaaaaa* 111]",-1,-1,-1
13,1587648867714,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaa AAA aaaaaa aaaaaaaaa* 111]",-1,-1,-1
14,1587648870601,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[AA]",-1,-1,-1
15,1587648873233,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaa aaaaaaaaa aaa AAA aaaaaaa* 111]",-1,-1,-1
16,1587648874387,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaa AAA aaaaaa aaaaaaaaa* 111]",-1,-1,-1
17,1587648875477,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[AA]",-1,-1,-1
18,1587648883011,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaa* Aaaaaaa aaaaa *aaa*]",-1,-1,-1
19,1587648885548,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,13,22
20,1587648885661,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,14,24
21,1587648885920,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,15,25
22,1587648886609,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,16,26
23,1587648886848,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,17,27
24,1587648887047,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,18,27
25,1587648887389,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,19,28
26,1587648888053,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaaaaa aaaaaa* Aaaaaaaaaaa aaaaaa]",-1,-1,-1
27,1587648889470,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,20,30
28,1587648889608,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,21,31
29,1587648889747,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,22,32
30,1587648889983,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,23,34
31,1587648890948,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aa*Aa* Aa*Aa aaaaaaa]",-1,-1,-1
32,1587648904001,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,18,28
33,1587648904127,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,17,27
34,1587648904373,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,16,26
35,1587648904618,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,15,25
36,1587648904862,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,14,24
37,1587648905630,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,13,23
38,1587648906072,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaaa* Aaaa*a aaaaaaaaa aaaaaaaa aa AAA aaa aaaaaaa aaaaaaaaaaaaa]",-1,-1,-1
39,1587648919640,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaa]",-1,-1,-1
40,1587648922110,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[aaa*aaaaa*aaaaaa*aaaaaaa*aaaaa]",-1,-1,-1
41,1587648923410,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[AAAAAAAA]",-1,-1,-1
42,1587648924723,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[aaa*aaaaa*aaaaaa*aaaaaaa*aaaaa]",-1,-1,-1
43,1587648952185,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaa]",-1,-1,-1
44,1587648964054,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,8,18
45,1587648964190,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,12,22
46,1587648964323,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,14,24
47,1587648964458,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,16,26
48,1587648964580,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,17,27
49,1587648964689,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,19,28
50,1587648964993,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaa]",-1,-1,-1
51,1587648965384,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,21,31
52,1587648966438,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaa]",-1,-1,-1
53,1587648967499,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[aaa*aaaaa*aaaaaa*aaaaaaa*aaaaa]",-1,-1,-1
54,1587648969731,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaa]",-1,-1,-1
55,1587648971667,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,7,17
56,1587648971789,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,10,20
57,1587648971904,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,13,22
58,1587648972038,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,14,24
59,1587648972177,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,17,27
60,1587648972303,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,21,31
61,1587648972455,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,24,34
62,1587648974333,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[AAAAA Aaaaa* Aaaaa aaa aaaa aaaaaaaa]",-1,-1,-1
63,1587648982199,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,22,32
64,1587648982424,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,20,31
65,1587648982651,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,19,29
66,1587648983569,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaaaaa aaaaaa* Aaaaaaaaaaa aaaaaa]",-1,-1,-1
67,1587648984813,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aa*Aa* Aa*Aa aaaaaaa]",-1,-1,-1
68,1587648986050,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaaa* Aaaa aaaaaaaa* aaaaaaa aaaa aaaaa aaa aaaaaaaa aaaaaa]",-1,-1,-1
69,1587648987394,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,17,27
70,1587648987633,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,16,26
71,1587648987979,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,15,25
72,1587648988485,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaa* Aaaaaa aaaa*a aaaaaaa aaaaaaaa]",-1,-1,-1
73,1587648989846,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,14,24
74,1587648991008,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,13,23
75,1587648991140,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,12,22
76,1587648991375,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,11,21
77,1587648991827,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,10,20
78,1587648991951,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,9,19
79,1587648992997,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaa* Aaaaaaa aaaaa *aaa*]",-1,-1,-1
80,1587648995118,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaaa* Aaaa aa aaaaaaaa aa aaaaaa *aaa*a*]",-1,-1,-1
81,1587648996932,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,5,15
82,1587648997129,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,4,15
83,1587648997601,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,3,13
84,1587648997733,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,2,13
85,1587648998521,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,5,15
86,1587648998658,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,9,19
87,1587648998791,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,12,22
88,1587648998917,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,14,24
89,1587648999028,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,16,26
90,1587648999159,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,17,27
91,1587648999508,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,18,27
92,1587648999995,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaa aaaaa* Aaaaaa aaaaaa *aa* aaa* aaaaaa* aaaaaaaa*]",-1,-1,-1
93,1587649004083,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,19,30
94,1587649004179,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,21,31
95,1587649004312,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,22,32
96,1587649010590,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,21,31
97,1587649010727,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,20,30
98,1587649011233,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaa aaaaa* Aaaaaa aaaaaa *aa* aaa* aaaaaa* aaaaaaaa*]",-1,-1,-1
99,1587649023147,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,24,34
100,1587649024335,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,15,24
101,1587649024486,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_UP","",35,4,15
102,1587649025488,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,3,14
103,1587649025625,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,6,16
104,1587649025763,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,7,17
105,1587649025898,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,8,18
106,1587649026033,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,9,19
107,1587649026135,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,10,19
108,1587649026510,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,13,23
109,1587649026644,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,17,27
110,1587649026764,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,20,30
111,1587649026875,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,22,33
112,1587649027003,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.aware.phone","ACTION_AWARE_TOUCH_SCROLLED_DOWN","",35,24,34
113,1587649069609,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.android.systemui","ACTION_AWARE_TOUCH_CLICKED","[AAA AA AAAA AAAAAAA]",-1,-1,-1
114,1587649070384,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.android.systemui","ACTION_AWARE_TOUCH_CLICKED","[AAAAAAA]",-1,-1,-1
115,1587651945602,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.android.systemui","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaaa Aaaa* ** 11a* Aaaaaaaa* Aaaaaaa Aaaaaaaaa* Aaaaaaa Aaaaaaaaa* Aaa aa aaaaa a 1 aaaaaaa aaaaaa aaaa aaa aa a aaaa aaa aaaa aa aaaa aa aa* AAAA* AAAAA* Aaaaa]",-1,-1,-1
116,1587651948736,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aa]",-1,-1,-1
117,1587652009853,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aa]",-1,-1,-1
118,1587652037358,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaa]",-1,-1,-1
119,1587652052070,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaa]",-1,-1,-1
120,1587652057253,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaa aa]",-1,-1,-1
121,1587652059719,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaa Aaaaa* Aaaaaa Aaaaa* Aaaaaaaa Aaaa* Aaa aaaa aaa *11* * 11*11]",-1,-1,-1
122,1587652061572,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaa aa]",-1,-1,-1
123,1587652062362,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaa Aaaaa* Aaaaaaa Aaaaaaaaa* Aaa* Aaa aaaa aa aaa aaaaaaaa* aaaa aaa aaaaaaaa * 11*11]",-1,-1,-1
124,1587652065091,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaa aa]",-1,-1,-1
125,1587652067266,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaa Aaaaa* Aaaaaa Aaaaa* Aaaaaaaa Aaaa* Aaa aaaa aaa *11* * 11*11]",-1,-1,-1
126,1587652068002,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aa]",-1,-1,-1
127,1587652074265,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaa]",-1,-1,-1
128,1587652075421,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaa aa]",-1,-1,-1
129,1587652076438,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaa Aaaaa* Aaaaaa Aaaaa* Aaa* Aa* aaaaa* *11 * 11*11]",-1,-1,-1
130,1587652077790,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaa Aaaaa* Aaaaaaa Aaaaaaaaa* Aaa* Aaa aaaa aa aaa aaaaaaaa* aaaa aaa aaaaaaaa * 11*11]",-1,-1,-1
131,1587652133745,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aa]",-1,-1,-1
132,1587652164399,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaa]",-1,-1,-1
133,1587652168092,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.facebook.mlite","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaa aa]",-1,-1,-1
134,1587652171916,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","net.oneplus.launcher","ACTION_AWARE_TOUCH_CLICKED","[Aaaaa]",-1,-1,-1
135,1587652176202,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.gm","ACTION_AWARE_TOUCH_CLICKED","[Aaaa**aa**Aaaa**1* 11*11* Aaaaaa* Aaaaaaaaaaa aaaaaaa* Aa Aaaaa* Aaaaaaaaa aaa aaaaa A aaa* Aa aaaaa aaaaaa aa aaa aaaa aaaaaaa aa aaaaaa aa aaa aaaa aaaaa aa aaa aaaaaa* Aaa aaaa aa aaa aaaaa aa aaaaa aaaa* Aaa aaaaa aaaaaa aaaaa aaa aaaaaaaaa * aaa aa]",-1,-1,-1
136,1587652188505,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.gm","ACTION_AWARE_TOUCH_CLICKED","[Aaaa**aa**1* Aaa 11* Aaaaaaaa Aaaa Aaaaaaa aaaaaaa aaa aaaa aaaaaa* Aa Aaaa* Aaaaaa aaa aaa aaaaaaaa* A aaa aaaaaaaaa aa aaa aaa aaaaa aaaa aa aaa aaaaaaaaaaa aa aaa aaaaaaaaaa* A*a aaaaaaaa aaaa aaa aaaaaaaa aaaa aaa aaaaaaa aa aa*a aa aaaaa aa aaaa aa aaaa* Aaaa 1 aaaa aaa* Aaaaaa aa*]",-1,-1,-1
137,1587652193473,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.gm","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaa Aaaaaaa Aaaaaa* 11*11* aaaaaa aaaaaaa aaaaaaaaaa aaaa * aaa aaaaaaa* [AAAA] Aaaaaaaaaaa aa aaaaaaaa aaa aaaaaaaa aaaa aaaaa aaaaaaa*aaaaaaaaa aaaaaa aaaa AAA Aaa* AA Aaaaaaaa* AA Aaaaaaaaaa* A Aaaaaa* * * * A Aaaaaa Aaaaaaa aaa Aaaaaaaaaa * Aaaaaaaa aa aaaaaaaa]",-1,-1,-1
138,1587652204492,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.google.android.gm","ACTION_AWARE_TOUCH_CLICKED","[Aaaa**aa**1* 11*11* Aaaaaa* Aaaaaaaaaaa aaaaaaa* AA* Aaaa aaaa aaaaaaa aaaa a aaaa aaaaaaa aaaa aaaaa* Aa aaa aaaaaa aa aaaa aaaaaa* Aaaa Aaaa* Aaaaa Aaaa *aaaaaaaa*aaaaa*aaa* Aaaa* Aaaaaaaa* 11 Aaaaa 1111 aa 11*11 Aa* Aaaa Aaaaa *Aaaa*Aaaaa]",-1,-1,-1
139,1587652213401,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","net.oneplus.launcher","ACTION_AWARE_TOUCH_CLICKED","[Aaaaa]",-1,-1,-1
140,1587652279887,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","com.android.systemui","ACTION_AWARE_TOUCH_CLICKED","[Aaaaaaaaa Aaaa* ** aaa* Aaaaaaaa* Aaaaaa Aaaaa* Aaaaaa Aaaaa* Aa aaaaaaa* AAAA* AAAAA* Aaaaa]",-1,-1,-1
141,1587652285278,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","net.oneplus.launcher","ACTION_AWARE_TOUCH_CLICKED","[Aaaa]",-1,-1,-1
