"_id","timestamp","device_id","timezone"
82,1587926602434,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
83,1587930203355,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
84,1587933802456,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
85,1587937402380,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
86,1587941002489,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
87,1587944602463,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
88,1587948202403,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
89,1587951802481,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
90,1587955402696,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
91,1587959002709,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
92,1587962602574,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
93,1587966202504,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
94,1587969802540,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
95,1587973402543,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
96,1587977002518,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
97,1587980602410,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
98,1587984202400,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
99,1587987802403,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
100,1587991402408,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
101,1587995002396,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
102,1587998602391,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
103,1588002202392,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
104,1588005802365,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
105,1588009402414,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
106,1588013002333,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
107,1588016602314,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
108,1588020202364,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
109,1588023803792,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
110,1588027402562,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
111,1588031002374,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
112,1588034602405,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
113,1588038202466,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
114,1588041802508,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
115,1588045402449,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
116,1588049002426,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
117,1588052602432,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
118,1588056202401,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
119,1588059802438,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
120,1588063402343,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
121,1588067002323,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
122,1588070602325,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
123,1588074202285,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
124,1588077802368,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
125,1588081402337,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
126,1588085002268,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
127,1588088602274,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
128,1588092202316,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
129,1588095802307,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
130,1588095860381,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
131,1588099460438,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
132,1588103060362,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
133,1588106660328,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
134,1588110260403,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
135,1588113860324,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
136,1588117460373,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
137,1588121060304,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
138,1588124660264,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
139,1588128260333,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
140,1588131860334,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
141,1588135460316,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
142,1588139060270,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
143,1588142660228,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
144,1588146260291,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
145,1588149860260,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
146,1588153460216,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
147,1588157060218,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
148,1588160660228,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
149,1588164260183,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
150,1588167860200,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
151,1588171460173,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
152,1588175060144,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
153,1588178660186,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
154,1588182260165,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
155,1588185860077,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
156,1588189460075,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
157,1588193060084,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
158,1588196660108,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
159,1588200260073,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
160,1588203860000,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
161,1588207460055,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
162,1588211060133,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
163,1588214660191,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
164,1588218260150,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
165,1588221860135,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
166,1588225460150,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
167,1588229060141,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
168,1588232660041,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
169,1588236260079,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
170,1588239860081,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
171,1588243460055,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
172,1588247060027,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
173,1588250660024,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
174,1588254260068,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
175,1587648781924,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","America/New_York"
176,1587648787306,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","America/New_York"
177,1588257860058,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
178,1588261460080,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
179,1588265060031,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
180,1588268660069,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
181,1588272260021,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","Local Time Zone (America/New_York (EDT) offset -14400 (Daylight))"
