"_id","timestamp","device_id","message_type","trace"
1,1587660158107,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"ed9bc7ffdc9c6b7bddf573660942e6b3809b8dad"
2,1587663314555,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"d5e84f8af01b2728021d4f43f53a163c0c90000c"
3,1587663321474,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"90de422fa0db86e8634e2850a49860d6df3df36c"
4,1587663552896,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,"d5e84f8af01b2728021d4f43f53a163c0c90000c"
5,1587664697110,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"90de422fa0db86e8634e2850a49860d6df3df36c"
6,1587672898320,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"144f9b27466ef02437d3b6dc85be2d4d695dc242"
7,1588166064984,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"144f9b27466ef02437d3b6dc85be2d4d695dc242"
8,1588166884195,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"144f9b27466ef02437d3b6dc85be2d4d695dc242"
9,1588265420426,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,"144f9b27466ef02437d3b6dc85be2d4d695dc242"
