"_id","timestamp","device_id","bt_address","bt_name","bt_rssi","label"
182,1587662424130,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","D4:36:39:A4:BD:64","Instant Pot Smart",-88,"1587662422312"
183,1587662424167,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","72:D3:E2:BE:40:C0","",-86,"1587662422312"
184,1587662425529,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","6E:C8:9E:EB:BA:DF","",-70,"1587662422312"
185,1587662425751,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","B0:C5:54:49:E0:15","DCS-8010LH-E015",-98,"1587662422312"
186,1587662428770,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","68:D3:9A:B0:8C:4A","",-101,"1587662422312"
187,1587662430289,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","75:9F:1F:6D:E2:5F","",-88,"1587662422312"
188,1587662434291,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","79:64:EF:49:9E:2C","",-92,"1587662422312"
189,1587662435363,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","57:55:72:7C:BF:85","[LG] webOS TV OLED55B9PUA",-78,"1587662422312"
190,1587662435386,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","0F:5A:40:33:B4:D6","",-90,"1587662422312"
191,1587662435398,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","7D:7E:1F:6A:55:37","",-84,"1587662422312"
192,1587662435508,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","D4:36:39:A4:BD:64","Instant Pot Smart",-89,"1587662422312"
193,1587662435533,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","75:9F:1F:6D:E2:5F","",-85,"1587662422312"
194,1587662435548,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","5B:4A:E2:EC:2A:06","",-92,"1587662422312"
195,1587662435571,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","7D:E8:E3:12:D0:58","",-90,"1587662422312"
196,1587662436588,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","79:68:8F:55:50:D7","",-84,"1587662422312"
197,1587662436605,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","61:4C:7C:92:23:55","LE-Julio",-47,"1587662422312"
198,1587662436621,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","65:AD:FE:12:E8:37","",-61,"1587662422312"
