"_id","timestamp","device_id","bt_address","bt_name"
1,1587648781724,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","02:00:00:00:00:00","OnePlus 7T"
2,1587648781724,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524","02:00:00:00:00:00","OnePlus 7T"
