"_id","timestamp","device_id","screen_status"
1,1587648781764,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
2,1587648781790,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
3,1587649300341,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
4,1587649312036,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
5,1587649362495,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
6,1587649399260,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
7,1587649498262,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
8,1587649504851,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
9,1587649525401,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
10,1587650004576,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
11,1587650183390,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
12,1587650186542,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
13,1587650242240,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
14,1587650480317,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
15,1587648787403,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
16,1587648787416,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
17,1587648827179,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
18,1587648827204,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
19,1587648828075,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
20,1587648828083,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
21,1587648828464,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
22,1587649029054,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
23,1587649029068,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
24,1587649067152,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
25,1587649067178,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
26,1587649067616,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
27,1587649073814,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
28,1587649073828,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
29,1587649759355,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
30,1587649759365,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
31,1587649759639,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
32,1587649769582,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
33,1587649769600,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
34,1587650572086,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
35,1587652332633,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
36,1587652363883,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
37,1587651933467,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
38,1587651933478,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
39,1587651938362,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
40,1587651986453,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
41,1587651994274,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
42,1587651994290,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
43,1587651994561,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
44,1587652108577,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
45,1587652127577,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
46,1587652127585,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
47,1587652127982,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
48,1587652217743,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
49,1587652217789,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
50,1587652277151,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
51,1587652277184,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
52,1587652277827,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
53,1587652287656,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
54,1587652287684,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
55,1587652379091,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
56,1587652379133,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
57,1587652396364,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
58,1587652396402,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
59,1587652594178,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
60,1587652594227,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
61,1587652594570,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
62,1587652596395,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
63,1587652596420,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
64,1587652875916,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
65,1587652876041,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
66,1587653145283,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
67,1587653145310,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
68,1587653248011,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
69,1587653311182,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
70,1587654214608,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
71,1587654242134,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
72,1587654595203,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
73,1587654622236,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
74,1587654818650,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
75,1587655224248,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
76,1587655323905,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
77,1587655345510,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
78,1587655308868,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
79,1587655309123,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
80,1587655363955,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
81,1587655377443,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
82,1587655377461,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
83,1587655378106,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
84,1587655573170,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
85,1587655573182,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
86,1587655618475,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
87,1587655618488,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
88,1587655619067,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
89,1587655710914,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
90,1587655710928,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
91,1587656930255,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
92,1587656930275,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
93,1587656932781,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
94,1587656932841,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
95,1587657268857,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
96,1587657268882,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
97,1587657269135,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
98,1587657290907,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
99,1587657290944,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
100,1587657704233,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
101,1587657704243,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
102,1587657705258,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
103,1587657731616,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
104,1587657731628,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
105,1587658305186,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
106,1587658305206,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
107,1587658306285,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
108,1587658319469,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
109,1587658319519,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
110,1587657438233,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
111,1587657494685,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
112,1587659430781,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
113,1587659441952,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
114,1587660606044,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
115,1587660670227,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
116,1587658480623,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
117,1587658480631,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
118,1587658481073,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
119,1587658490819,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
120,1587658490842,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
121,1587658828126,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
122,1587658828148,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
123,1587658828491,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
124,1587658837997,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
125,1587658838023,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
126,1587658887926,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
127,1587658888050,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
128,1587658894442,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
129,1587658894476,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
130,1587658900701,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
131,1587658900709,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
132,1587658900975,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
133,1587658996792,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
134,1587658996806,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
135,1587659184044,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
136,1587659184056,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
137,1587659185986,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
138,1587659186011,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
139,1587659883026,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
140,1587659883035,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
141,1587659883405,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
142,1587660281242,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
143,1587660290263,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
144,1587660290277,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
145,1587660290573,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
146,1587660360339,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
147,1587660360402,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
148,1587660382604,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
149,1587660382734,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
150,1587660536508,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
151,1587660562494,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
152,1587660562681,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
153,1587660570379,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
154,1587660570401,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
155,1587660721706,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
156,1587660721745,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
157,1587660724579,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
158,1587660724632,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
159,1587661803803,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
160,1587661803823,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
161,1587661837809,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
162,1587661885736,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
163,1587661885759,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
164,1587661910687,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
165,1587661910704,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
166,1587661919483,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
167,1587661919497,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
168,1587661920005,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
169,1587661925301,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
170,1587661925315,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
171,1587661983955,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
172,1587661983985,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2
173,1587661984270,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",3
174,1587661114040,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",3
175,1587661127167,"13dbc8a3-dae3-4834-823a-4bc96a7d459d",2
