"_id","timestamp","device_id","network_type","double_received_bytes","double_sent_bytes","double_received_packets","double_sent_packets"
1,1587648791398,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,227902,61732,355,409
2,1587648791428,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
3,1587648791442,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,1
4,1587648791450,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,0,0,0
5,1587648791487,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,5346,1789,6,9
6,1587648791499,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,0,0,0
7,1587648907228,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,860407,178001,1245,1317
8,1587648907248,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
9,1587652076499,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,3250255,2397886,8620,6621
10,1587652076510,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,1680,0,27,0
11,1587653081088,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,2614223,1217098,5597,4308
12,1587653081113,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,308,0,4,0
13,1587653085117,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,562,220,3,3
14,1587653085131,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,220,0,3,0
15,1587653093158,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,6596,11409,31,8
16,1587653093179,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
17,1587653109244,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,24939,10667,70,64
18,1587653109257,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
19,1587653139379,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,73034,95340,243,186
20,1587653139389,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
21,1587655706629,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,13594354,3827721,15592,8834
22,1587655706657,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,968,0,17,0
23,1587657713064,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,1837460,740801,4870,3935
24,1587657713089,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,1448,0,23,0
25,1587660171017,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,4419707,3744981,11187,9897
26,1587660171047,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,960,0,16,0
27,1587661807248,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,-8163657,-1442659,-6932,-7434
28,1587661807259,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,10664128,2411228,12384,11728
29,1587661901535,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,253662,121990,543,456
30,1587661901558,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,96,0,2,0
31,1587663280547,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,17538547,5593014,17156,13730
32,1587663280583,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,500,0,7,0
33,1587663284556,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,10417,5647,46,40
34,1587663284575,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
35,1587663292579,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,7727,2953,18,19
36,1587663292596,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
37,1587663307634,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,3275,768,22,11
38,1587663307647,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
39,1587672474301,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,-90440141,5571863,4592,1629
40,1587672474321,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,100194512,2296264,19254,17231
41,1587672474940,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,100255925,2319665,19294,17361
42,1587672474950,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,-100189998,-2296419,-19178,-17233
43,1587673278265,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,3028730,2726574,5596,5501
44,1587673278276,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,144,0,3,0
45,1587676227178,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,12233491,1639462,13658,10719
46,1587676227201,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,1552,0,26,0
47,1587676785102,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,1268057,3953687,4055,4016
48,1587676785113,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,316,0,4,0
49,1587676789145,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,673,196,4,3
50,1587676789170,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,124,0,2,0
51,1587676796187,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,1022,456,7,6
52,1587676796204,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
53,1587676812280,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,20307,3070,38,26
54,1587676812303,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
55,1587676841456,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,7685,1315,33,19
56,1587676841471,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
57,1587676902673,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,53418,7117,133,75
58,1587676902685,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
59,1587677701984,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,621270,210065,1876,1436
60,1587677702003,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,144,0,3,0
61,1587677894645,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,-99739983,-2230839,-18526,-16633
62,1587677894665,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,100193560,2302089,19205,17272
63,1587677895131,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,100195885,2303179,19219,17281
64,1587677895146,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,-100194468,-2302525,-19213,-17277
65,1587678818069,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,2426414,297417,2643,1914
66,1587678818097,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,768,0,12,0
67,1587682784762,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,11305595,5451885,16576,15137
68,1587682784787,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,2072,0,32,0
69,1587682788806,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,932,929,8,8
70,1587682788819,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
71,1587682908487,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,594960,86698,675,665
72,1587682908499,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,192,0,4,0
73,1587688912094,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,-90912205,3924204,-1523,-3685
74,1587688912105,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,100205179,2310077,19315,17342
75,1587688912428,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,100207184,2311508,19273,17355
76,1587688912443,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,-100202291,-2310077,-19266,-17342
77,1587688919140,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,160515,78665,378,524
78,1587688919176,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
79,1587689052601,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,4561667,429459,4012,3496
80,1587689052618,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
81,1587689784909,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,10928884,1123659,11062,12573
82,1587689784928,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,220,0,3,0
83,1587689788947,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,19156,18284,44,62
84,1587689788979,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
85,1587689797988,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,36883,33146,68,85
86,1587689798003,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
87,1587689815086,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,5996,296,19,5
88,1587689815101,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
89,1587689848243,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,164492,60018,246,249
90,1587689848259,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
91,1587689917714,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,37657,8221,139,83
92,1587689917727,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
93,1587690051315,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,464441,90848,676,934
94,1587690051331,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
95,1587692662604,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,129726393,3932120,99976,11256
96,1587692662626,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,1044,0,17,0
97,1587692666613,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,8082884,93699,5933,570
98,1587692666633,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
99,1587692674662,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,12443035,50556,9086,526
100,1587692674683,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
101,1587692691757,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,32506068,95930,23674,901
102,1587692691787,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
103,1587692727913,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,22462395,75004,16444,681
104,1587692727934,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
105,1587692800381,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,25188225,118409,18555,870
106,1587692800403,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
107,1587692938900,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,46281173,239153,34063,2026
108,1587692938923,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
109,1587693215140,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,94673692,394055,69656,3556
110,1587693215175,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
111,1587693798684,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,159414580,961766,117996,6874
112,1587693798705,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
113,1587694218516,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,56172271,667921,41999,6981
114,1587694218531,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,624,0,9,0
115,1587694274587,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,2687411,63511,1421,1115
116,1587694274599,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
117,1587694388063,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,4127124,165343,2321,2336
118,1587694388085,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
119,1587694612965,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,6905164,2926855,5452,6170
120,1587694613005,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
121,1587695069043,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,4559527,606110,3916,5977
122,1587695069059,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
123,1587695665414,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,5501619,771606,6140,8175
124,1587695665426,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,220,0,3,0
125,1587695669500,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,7561,3377,20,75
126,1587695669510,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,220,0,3,0
127,1587695678473,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,20416,1721,35,41
128,1587695678483,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
129,1587695694456,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,2367445,106309,1915,588
130,1587695694468,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
131,1587695725583,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,262406,42796,277,119
132,1587695725599,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
133,1587695764758,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,732320,-377877,-1713,-1641
134,1587695764771,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,778267,510434,2903,2598
135,1587695765353,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,780472,511384,2916,2607
136,1587695765362,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,-778267,-510434,-2903,-2598
137,1587695790852,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,276,4180,3,51
138,1587695790868,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,48,0,1,0
139,1587695806776,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,10676717,2407951,12640,11726
140,1587695806788,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,-10670965,-2398868,-12589,-11618
141,1587695809794,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,584,1048,6,14
142,1587695809816,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,104,0,1,0
143,1587695927496,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,-100148527,-2208462,-18757,-16163
144,1587695927507,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,100225783,2322821,19337,17442
145,1587695940422,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
146,1587695940453,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,14671755,217755,2365,2125
147,1587695952463,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
148,1587695952498,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,1346231,85644,512,545
149,1587695953480,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
150,1587695953494,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,1830,516,3,8
151,1587695955400,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
152,1587695955413,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,72,300,1,5
153,1587695960409,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
154,1587695960445,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,8404,7955,29,37
155,1587695965461,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
156,1587695965481,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,10445,5388,14,16
157,1587695970511,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
158,1587695970528,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,320,0,4
159,1587695973558,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
160,1587695973580,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,495,0,8
161,1587695974583,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
162,1587695974601,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,329,673,4,10
163,1587695976604,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
164,1587695976630,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,420,0,7
165,1587695978620,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
166,1587695978646,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,7486,2076,9,9
167,1587695980637,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
168,1587695980650,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,420,0,7
169,1587695984677,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
170,1587695984702,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,72,0,1
171,1587695985686,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
172,1587695985706,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,72,0,1,0
173,1587695987701,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
174,1587695987711,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,7521,6725,11,16
175,1587695988704,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
176,1587695988725,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,360,0,6
177,1587695989708,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
178,1587695989725,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,1267,1389,16,17
179,1587695992719,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
180,1587695992728,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,103,72,1,1
181,1587695994731,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
182,1587695994745,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,72,72,1,1
183,1587695997752,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
184,1587695997766,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,247,216,3,3
185,1587696006826,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
186,1587696006843,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,315798,271957,486,396
187,1587696009854,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
188,1587696009871,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,32476,33851,59,59
189,1587696025936,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
190,1587696025956,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,635928,195725,600,556
191,1587696031006,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
192,1587696031015,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,62707,43144,79,72
193,1587696039124,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
194,1587696039134,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,376599,130849,458,343
195,1587696040126,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
196,1587696040140,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,540,1422,4,3
197,1587696045167,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,-72,0,-1,0
198,1587696045175,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,1156,1182,5,3
199,1587696046174,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
200,1587696046265,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,1079,1150,8,3
201,1587696051221,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
202,1587696051238,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,860,2516,6,5
203,1587696060270,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
204,1587696060289,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,115835,53306,260,155
205,1587696063307,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
206,1587696063327,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,160,0,2
207,1587696065314,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
208,1587696065346,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,6742,1015,5,7
209,1587696068351,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
210,1587696068371,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,3546,6930,30,16
211,1587696084509,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
212,1587696084532,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,3109,703,10,9
213,1587696086523,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
214,1587696086546,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,14128,2903,11,11
215,1587696091571,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
216,1587696091594,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,163,72,2,1
217,1587696092570,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
218,1587696092584,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,72,72,1,1
219,1587696096628,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
220,1587696096643,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,437,319,5,4
221,1587696098636,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
222,1587696098660,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,540,990,4,2
223,1587696101670,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
224,1587696101697,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,68,71,1,1
225,1587696104726,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
226,1587696104748,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,1893,3226,11,13
227,1587696122513,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,688,0,8
228,1587696122547,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,556492,375382,654,706
229,1587696142429,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
230,1587696142447,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,265746,361929,351,430
231,1587696142503,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
232,1587696142526,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,0,0,0
233,1587697775195,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,80,0,2
234,1587697775223,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,162398205,2044847,25117,18989
235,1587697775265,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
236,1587697775275,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,0,0,0
237,1587697795245,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,-1,-1
238,1587697795263,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,50352948,377783,8431,4540
239,1587697796252,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
240,1587697796269,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,72409,21815,95,101
241,1587697831919,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,-2,-1
242,1587697831930,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,32140679,397369,4677,3936
243,1587697844476,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
244,1587697844922,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,19065244,202110,2881,1756
245,1587697846665,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
246,1587697846679,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,8691,5595,14,15
247,1587697853692,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
248,1587697853703,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,8511341,123180,1482,1380
249,1587697865745,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
250,1587697865759,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,153161,115012,258,280
251,1587697866771,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
252,1587697866804,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,229,433,2,5
253,1587697868688,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
254,1587697868710,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,60,0,1
255,1587697872914,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
256,1587697872937,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,60,0,1
257,1587697874818,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
258,1587697874836,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,9094,3995,16,20
259,1587697885867,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,-118,0,0,0
260,1587697885893,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,20877,9938,31,38
261,1587697886869,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
262,1587697886897,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,0,0,0,0
263,1587697892938,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
264,1587697892973,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,350,240,4,3
265,1587697896992,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
266,1587697897013,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,229,373,2,4
267,1587697901023,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
268,1587697901043,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,384,398,1,2
269,1587697906061,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
270,1587697906075,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,22107,14008,31,42
271,1587697916168,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
272,1587697916189,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,6669,2384,16,14
273,1587697921040,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
274,1587697921048,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,22192,5034,35,42
275,1587697921253,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
276,1587697921261,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,13186,1299,7,9
277,1587697923231,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
278,1587697923252,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,14102,2614,12,18
279,1587697925252,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",2,0,0,0,0
280,1587697925270,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1,103,152,1,2
