"_id","timestamp","device_id","is_moving"
1,1587648782384,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
2,1587648783387,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
3,1587648788818,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
4,1587648788924,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
5,1587648791606,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
6,1587648794866,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
7,1587648795193,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
8,1587648796731,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
9,1587648799999,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
10,1587648804611,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
11,1587648825239,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
12,1587648834972,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
13,1587648836580,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
14,1587648838047,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
15,1587648849516,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
16,1587648853712,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
17,1587648892583,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
18,1587648894119,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
19,1587648894864,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
20,1587648899334,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
21,1587648917364,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
22,1587648920390,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
23,1587648921729,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
24,1587648923509,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
25,1587648933191,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
26,1587648935590,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
27,1587648948789,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
28,1587648951400,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
29,1587648954715,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
30,1587648957247,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
31,1587648962381,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
32,1587648965780,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
33,1587648966044,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
34,1587648968844,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
35,1587648970438,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
36,1587648971975,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
37,1587648992844,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
38,1587648994319,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
39,1587648994978,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
40,1587648996511,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
41,1587649010514,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
42,1587649011978,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
43,1587649027441,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
44,1587649031094,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
45,1587649065321,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
46,1587649068761,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
47,1587649069421,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
48,1587649071759,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
49,1587649072090,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
50,1587649075513,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
51,1587649758215,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
52,1587649760765,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
53,1587649768351,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
54,1587649774375,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
55,1587651937618,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
56,1587651940478,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
57,1587651945350,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
58,1587651946874,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
59,1587651953019,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
60,1587651955812,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
61,1587651956082,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
62,1587651957622,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
63,1587651993514,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
64,1587651996043,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
65,1587652004058,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
66,1587652008463,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
67,1587652008916,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
68,1587652013428,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
69,1587652017514,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
70,1587652019063,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
71,1587652019849,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
72,1587652021385,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
73,1587652022315,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
74,1587652023852,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
75,1587652027983,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
76,1587652029593,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
77,1587652030205,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
78,1587652032652,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
79,1587652039447,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
80,1587652040986,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
81,1587652044455,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
82,1587652046245,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
83,1587652047317,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
84,1587652048843,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
85,1587652049417,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
86,1587652051910,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
87,1587652067114,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
88,1587652068623,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
89,1587652074588,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
90,1587652077709,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
91,1587652078731,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
92,1587652082666,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
93,1587652126675,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
94,1587652129221,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
95,1587652134980,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
96,1587652137233,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
97,1587652138691,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
98,1587652141821,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
99,1587652158949,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
100,1587652160421,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
101,1587652160685,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
102,1587652163963,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
103,1587652167821,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
104,1587652170353,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
105,1587652171292,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
106,1587652172793,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
107,1587652202193,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
108,1587652203726,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
109,1587652204332,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
110,1587652205863,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
111,1587652212124,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
112,1587652213690,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
113,1587652213700,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
114,1587652215233,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
115,1587652216289,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
116,1587652218976,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
117,1587652276398,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
118,1587652279858,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
119,1587652280192,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
120,1587652281725,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
121,1587652284058,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
122,1587652289226,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
123,1587652378162,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
124,1587652379805,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
125,1587652592947,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
126,1587652597721,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
127,1587652874641,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
128,1587652877302,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
129,1587652896567,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
130,1587652898776,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
131,1587652899105,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
132,1587652901302,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
133,1587652902234,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
134,1587652903772,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
135,1587652905262,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
136,1587652907566,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
137,1587652910566,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
138,1587652912100,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
139,1587652913802,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",1
140,1587652915334,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",0
