"_id","timestamp","device_id","cid","lac","psc","signal_strength"
1,1587760003657,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,316,12
2,1587760003657,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,500,12
3,1587760003657,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,371,12
4,1587760003657,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,265,12
5,1587760003657,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,126,12
6,1587760003657,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,12
7,1587760003657,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,12
8,1587760768856,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,11
9,1587760768856,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,11
10,1587761781212,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,16
11,1587761781212,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,16
12,1587761781212,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,38,16
13,1587763561021,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,7
14,1587763561021,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,38,7
15,1587763561021,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,7
16,1587765361075,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,16
17,1587765361075,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,16
18,1587765361075,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,38,16
19,1587767160944,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,5
20,1587767160944,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,5
21,1587767160944,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,38,5
22,1587768982982,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,72,8
23,1587768982982,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,297,8
24,1587768982982,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,310,8
25,1587768982982,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,445,8
26,1587768982982,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,68,8
27,1587768982982,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,63,8
28,1587768982982,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,229,8
29,1587768982982,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,8
30,1587768982982,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,8
31,1587768982982,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,38,8
32,1587770809811,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,9
33,1587770809811,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,9
34,1587770809811,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,38,9
35,1587772666245,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,9
36,1587772666245,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,9
37,1587772666245,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,38,9
38,1587837771293,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,9
39,1587837771293,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,9
40,1587837771543,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,9
41,1587837771543,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,9
42,1587839175858,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,11
43,1587839175858,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,11
44,1587839175858,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,38,11
45,1587840984867,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,13
46,1587840984867,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,13
47,1587840984867,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,38,13
48,1587842876177,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,11,14
49,1587842876177,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,97,14
50,1587842876177,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,7,14
51,1587842876177,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,480,14
52,1587842876177,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,311,14
53,1587842876177,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,148,14
54,1587842876177,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,14
55,1587842876177,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,14
56,1587842876177,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,38,14
57,1587844982428,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,-1,0
58,1587844982428,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,-1,0
59,1587844982428,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,-1,0
60,1587846082426,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,8
61,1587846082426,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,8
62,1587846082426,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,38,8
63,1587846192179,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,393,11
64,1587846192179,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,425,11
65,1587846192179,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,430,11
66,1587846192179,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,213,11
67,1587846192179,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,435,11
68,1587846192179,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,325,11
69,1587846192179,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,11
70,1587846192179,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,11
71,1587846468011,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,9
72,1587846468011,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,9
73,1587846468011,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,38,9
74,1587848306893,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,249,14
75,1587848306893,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,14
76,1587850160204,"a748ee1a-1d0b-4ae9-9074-279a2b6ba524",-1,-1,257,13
