"_id","timestamp","device_id","log_message"
1,1587649124846,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"event\":\"os update ( -> 13.3.1)\"}"
2,1587649124855,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"event\":\"app install\"}"
3,1587649124857,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"event\":\"application:didFinishLaunchingWithOptions:launchOptions:\",\"class\":\"AppDelegate\"}"
4,1587649124872,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"notification\":\"UIApplicationDidFinishLaunchingNotification\"}"
5,1587649124873,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWARECore\",\"event\":\"didChangeAuthorizationStatus\",\"status\":0}"
6,1587649125085,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AppDelegate\",\"event\":\"applicationDidBecomeActive:\"}"
7,1587649125088,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"notification\":\"UIApplicationDidBecomeActiveNotification\"}"
8,1587649126978,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"OnboardingManager\",\"event\":\"next\",\"page\":1}"
9,1587649128388,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"page\":3,\"class\":\"OnboardingManager\",\"event\":\"next\"}"
10,1587649129026,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"page\":4,\"class\":\"OnboardingManager\",\"event\":\"next\"}"
11,1587649129084,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AppDelegate\",\"event\":\"applicationWillResignActive:\"}"
12,1587649129087,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"notification\":\"UIApplicationWillResignActiveNotification\"}"
13,1587649135267,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWARECore\",\"event\":\"didChangeAuthorizationStatus\",\"status\":3}"
14,1587649135274,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWARECore\",\"event\":\"base-location-sensor is started\"}"
15,1587649135657,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AppDelegate\",\"event\":\"applicationDidBecomeActive:\"}"
16,1587649135659,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"notification\":\"UIApplicationDidBecomeActiveNotification\"}"
17,1587649136616,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"page\":5,\"class\":\"OnboardingManager\",\"event\":\"next\"}"
18,1587649136668,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AppDelegate\",\"event\":\"applicationWillResignActive:\"}"
19,1587649136670,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"notification\":\"UIApplicationWillResignActiveNotification\"}"
20,1587649139168,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AppDelegate\",\"event\":\"applicationDidBecomeActive:\"}"
21,1587649139172,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"notification\":\"UIApplicationDidBecomeActiveNotification\"}"
22,1587649139513,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"OnboardingManager\",\"event\":\"next\",\"page\":5}"
23,1587649142356,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AppDelegate\",\"event\":\"applicationWillResignActive:\"}"
24,1587649142360,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"notification\":\"UIApplicationWillResignActiveNotification\"}"
25,1587649142983,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"event\":\"applicationDidEnterBackground:\",\"class\":\"AppDelegate\"}"
26,1587649142989,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"notification\":\"UIApplicationDidEnterBackgroundNotification\"}"
27,1587649154621,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AppDelegate\",\"event\":\"applicationWillEnterForeground:\"}"
28,1587649154624,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"notification\":\"UIApplicationWillEnterForegroundNotification\"}"
29,1587649154947,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AppDelegate\",\"event\":\"applicationDidBecomeActive:\"}"
30,1587649154951,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"notification\":\"UIApplicationDidBecomeActiveNotification\"}"
31,1587649160476,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"state\":\"pass\",\"reason\":\"kCLAuthorizationStatusAuthorizedAlways\",\"class\":\"AWARECore\",\"event\":\"compliance check\"}"
32,1587649160483,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"state\":\"pass\",\"reason\":\"UIBackgroundRefreshStatusAvailable\",\"class\":\"AWARECore\",\"event\":\"compliance check\"}"
33,1587649160485,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"free\":129.90777587890625,\"used\":108.45216369628906,\"percentage\":54.500675201416016,\"class\":\"AWARECore\",\"event\":\"compliance check\",\"total\":238.35993957519531}"
34,1587649160485,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"state\":\"pass\",\"reason\":\"wifi-module is on\",\"class\":\"AWARECore\",\"event\":\"compliance check\"}"
35,1587649160486,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"state\":\"pass\",\"reason\":\"low-power-mode is disabled\",\"class\":\"AWARECore\",\"event\":\"compliance check\"}"
36,1587649160491,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"state\":\"pass\",\"reason\":\"UNAuthorizationStatusAuthorized\",\"class\":\"AWARECore\",\"event\":\"compliance check\"}"
37,1587649163415,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"event\":\"applicationWillResignActive:\",\"class\":\"AppDelegate\"}"
38,1587649163418,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"notification\":\"UIApplicationWillResignActiveNotification\"}"
39,1587649164867,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"event\":\"applicationDidBecomeActive:\",\"class\":\"AppDelegate\"}"
40,1587649164871,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWAREEventLogger\",\"notification\":\"UIApplicationDidBecomeActiveNotification\"}"
41,1587649167006,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWARECore\",\"event\":\"deactivate\"}"
42,1587649167008,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWARECore\",\"event\":\"activate\"}"
43,1587649167010,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"AWARECore\",\"event\":\"base-location-sensor is started\"}"
44,1587649167046,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"AWARESensorManager\":\"start sensor\",\"sensor\":\"accelerometer\",\"state\":true}"
45,1587649167047,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"AWARESensorManager\":\"start sensor\",\"sensor\":\"battery\",\"state\":true}"
46,1587649167049,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"AWARESensorManager\":\"start sensor\",\"sensor\":\"bluetooth\",\"state\":true}"
47,1587649167052,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"AWARESensorManager\":\"start sensor\",\"sensor\":\"calls\",\"state\":true}"
48,1587649167057,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"AWARESensorManager\":\"start sensor\",\"sensor\":\"gyroscope\",\"state\":true}"
49,1587649167064,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"class\":\"Locations\",\"event\":\"saveAuthorizationStatus\",\"status\":3}"
50,1587649167067,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"AWARESensorManager\":\"start sensor\",\"sensor\":\"locations\",\"state\":true}"
51,1587649167068,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"AWARESensorManager\":\"start sensor\",\"sensor\":\"network\",\"state\":true}"
52,1587649167069,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"AWARESensorManager\":\"start sensor\",\"sensor\":\"screen\",\"state\":true}"
53,1587649167074,"13dbc8a3-dae3-4834-823a-4bc96a7d459d","{\"AWARESensorManager\":\"start sensor\",\"sensor\":\"significant_motion\",\"state\":true}"
